1767 16
192 14 -0.2928419
192 15 0.2124598
193 0 3.6746168
193 1 -0.57995754
193 2 2.3778265
193 3 -1.5470085
193 4 0.23409894
193 5 -4.082752
193 6 0.79560184
193 7 0.8196865
193 8 1.7666421
193 9 1.3670894
193 10 0.19213527
193 11 0.73970306
193 12 2.3917413
193 13 -0.39129364
193 14 2.224313
193 15 3.4401326
194 0 -3.2344017
194 1 0.7528606
194 2 -0.8556824
194 3 -0.27822953
194 4 -0.83294636
194 5 -5.162551
194 6 -1.3926834
194 7 -0.018719792
194 8 0.12640688
194 9 1.4575952
194 10 -0.6266138
194 11 0.70974624
194 12 0.30361918
194 13 0.63833255
194 14 -2.3344085
194 15 1.8400445
195 0 1.3777628
195 1 0.94056743
195 2 -0.3349548
195 3 -0.7108708
195 4 1.3178748
195 5 2.634327
195 6 0.22553658
195 7 0.81017333
195 8 -0.3739391
195 9 1.4351304
195 10 -3.3519788
195 11 -0.5138191
195 12 1.6069516
195 13 -3.550448
195 14 0.95704204
195 15 0.7566798
196 0 -0.34177065
196 1 -0.8000713
196 2 -1.7527033
196 3 -1.288151
196 4 -0.5318259
196 5 -2.5652637
196 6 -0.667448
196 7 0.5233689
196 8 0.7561248
196 9 -0.98013914
196 10 0.67891765
196 11 -1.2165486
196 12 0.03565088
196 13 0.27622443
196 14 -0.7519112
196 15 1.4095265
197 0 1.3098819
197 1 0.18615651
197 2 -1.3922677
197 3 -1.7811474
197 4 0.7174443
197 5 -1.9907796
197 6 -0.49457067
197 7 0.2585674
197 8 0.9013688
197 9 -0.29080743
197 10 0.5147941
197 11 -0.3231778
197 12 0.4715489
197 13 -0.77327293
197 14 0.45516223
197 15 3.0845833
198 0 1.2089446
198 1 -0.07983726
198 2 -0.2710915
198 3 -0.8083348
198 4 0.23813164
198 5 1.3878292
198 6 0.38738525
198 7 -0.22920829
198 8 0.89424056
198 9 0.20852512
198 10 0.9382545
198 11 -0.28210306
198 12 -0.06009788
198 13 0.4139194
198 14 0.90661603
198 15 0.48604125
199 0 0.6939028
199 1 0.46666533
199 2 -1.1662161
199 3 -0.59266156
199 4 -0.4054671
199 5 -0.50203645
199 6 0.21869099
199 7 -1.2248584
199 8 0.35529602
199 9 0.97176087
199 10 -1.2536387
199 11 -0.717831
199 12 0.23572573
199 13 -0.8952289
199 14 -0.71477056
199 15 0.26316714
200 0 -0.26690322
200 1 0.14178175
200 2 -0.22287303
200 3 -1.1718141
200 4 0.29343534
200 5 -3.0962648
200 6 -0.25681573
200 7 0.56987375
200 8 -0.6301184
200 9 1.3147022
200 10 -2.872931
200 11 -0.79073805
200 12 1.0644692
200 13 -2.1332161
200 14 -2.2447612
200 15 2.4070477
201 0 0.19888818
201 1 0.49864012
201 2 -1.6534197
201 3 -0.47401497
201 4 -1.6735524
201 5 -3.8436875
201 6 -2.7131388
201 7 -2.401636
201 8 -0.25686046
201 9 0.43973002
201 10 -0.42612243
201 11 -0.8770397
201 12 -0.31183234
201 13 0.12474385
201 14 -1.9847672
201 15 1.0064204
202 0 -4.163871
202 1 -0.14202547
202 2 -3.0731676
202 3 -2.8078718
202 4 -1.6006558
202 5 -7.255748
202 6 -2.4658809
202 7 0.84733576
202 8 1.7956312
202 9 -3.852192
202 10 1.3019524
202 11 -1.6233951
202 12 -0.17005521
202 13 2.0060112
202 14 -2.1359575
202 15 1.4546988
203 0 -2.5784736
203 1 4.8839126
203 2 0.7429261
203 3 -2.505888
203 4 -2.4162912
203 5 -5.4777822
203 6 -2.3803167
203 7 2.0174732
203 8 0.37522084
203 9 1.013371
203 10 -1.182831
203 11 0.47926652
203 12 0.30055413
203 13 0.7688634
203 14 1.59536
203 15 4.333084
204 0 2.5305805
204 1 -1.2229712
204 2 -3.863658
204 3 1.212495
204 4 0.020216048
204 5 -3.934661
204 6 -1.1338661
204 7 -1.9783361
204 8 -1.0188688
204 9 -0.8335172
204 10 -2.3407104
204 11 -1.4259831
204 12 0.6679157
204 13 -3.810479
204 14 -2.2988694
204 15 -2.6645682
205 0 -0.5153489
205 1 -0.0266774
205 2 0.26391172
205 3 0.0059984922
205 4 1.4255865
205 5 0.75585806
205 6 0.0006824136
205 7 -2.0409713
205 8 -2.0022197
205 9 1.4295803
205 10 -0.25107688
205 11 -1.1901306
205 12 -1.3024708
205 13 -1.3808093
205 14 -0.6826719
205 15 1.2070608
206 0 2.6989462
206 1 -1.5636158
206 2 -1.2183945
206 3 -1.9264865
206 4 1.3284519
206 5 -1.3745279
206 6 -0.49903163
206 7 -0.24324113
206 8 -3.3839178
206 9 -5.426238
206 10 -2.6217957
206 11 -2.4821067
206 12 1.6695647
206 13 -0.29261917
206 14 -0.6057551
206 15 1.6686237
207 0 -3.3754556
207 1 1.3989332
207 2 -0.20330787
207 3 -1.8901625
207 4 0.32969648
207 5 -7.6392665
207 6 -4.1799145
207 7 -2.232625
207 8 0.66586286
207 9 3.7550468
207 10 -0.86484575
207 11 -0.3452928
207 12 -1.9757512
207 13 -0.021691114
207 14 0.1410405
207 15 3.050221
208 0 1.5393679
208 1 -0.47050947
208 2 0.5282204
208 3 -0.010937929
208 4 1.3369615
208 5 1.5552734
208 6 -2.9222407
208 7 -1.5602125
208 8 -0.5890882
208 9 1.2701464
208 10 3.03959
208 11 4.165568
208 12 0.7432257
208 13 -0.80865103
208 14 -17.095463
208 15 4.3011513
209 0 -0.92422354
209 1 -0.72394615
209 2 -9.747446
209 3 -0.17234951
209 4 0.5660613
209 5 -10.698881
209 6 1.1809951
209 7 -5.561416
209 8 -0.81993526
209 9 1.6039164
209 10 -0.38137972
209 11 -0.4547022
209 12 -0.08550705
209 13 -1.5323293
209 14 -6.925325
209 15 -2.3978963
210 0 -0.113001406
210 1 0.60794216
210 2 -0.4943367
210 3 -1.2740275
210 4 -0.0852883
210 5 -2.6662362
210 6 0.68142605
210 7 -1.7053375
210 8 0.0749274
210 9 0.2929851
210 10 -2.1663353
210 11 -1.5163671
210 12 -0.386527
210 13 -0.25929165
210 14 -1.5065317
210 15 0.41985798
211 0 1.1475475
211 1 0.40483868
211 2 -0.48304555
211 3 -1.8088605
211 4 0.102761745
211 5 -0.1914239
211 6 -0.11017448
211 7 -2.0962908
211 8 0.6603062
211 9 0.40619114
211 10 -0.6570813
211 11 -0.06412989
211 12 0.31383288
211 13 -0.2383653
211 14 -2.1277626
211 15 0.6411532
212 0 3.7860582
212 1 -1.7067993
212 2 0.8076838
212 3 7.29653
212 4 -1.0851245
212 5 -3.032152
212 6 2.7571836
212 7 -2.9249663
212 8 3.8201811
212 9 0.59785414
212 10 4.922565
212 11 5.071485
212 12 -1.9524227
212 13 3.839356
212 14 -2.3163135
212 15 0.14346743
213 0 1.4890132
213 1 0.436333
213 2 0.09926009
213 3 -1.6353698
213 4 -0.1978609
213 5 0.6796588
213 6 0.78864133
213 7 -0.80057865
213 8 0.7939249
213 9 0.40447024
213 10 0.75310326
213 11 -0.16561747
213 12 0.2157414
213 13 0.39594114
213 14 1.0251563
213 15 0.12252426
214 0 0.7333246
214 1 -0.094886154
214 2 0.28656888
214 3 -1.4105041
214 4 -1.3251382
214 5 -2.100762
214 6 0.6437582
214 7 0.49607235
214 8 -1.1065729
214 9 -1.6602005
214 10 -1.5349324
214 11 -1.1276956
214 12 0.6952646
214 13 0.78123885
214 14 0.45264524
214 15 0.31514645
215 0 0.19570416
215 1 -0.89900154
215 2 -1.6615803
215 3 1.3502537
215 4 -2.4235005
215 5 -2.9464195
215 6 -3.214902
215 7 0.5947811
215 8 1.3758613
215 9 0.33577135
215 10 -0.043175906
215 11 -1.4440085
215 12 0.74890876
215 13 0.9175107
215 14 -5.5775104
215 15 0.6429486
216 0 0.78586924
216 1 -1.4429817
216 2 -3.4957244
216 3 -2.0329754
216 4 0.20906442
216 5 -1.9189188
216 6 -0.70077085
216 7 -1.1514359
216 8 -1.7004594
216 9 -0.4147117
216 10 0.26145762
216 11 -2.260058
216 12 -0.14344051
216 13 -1.1212898
216 14 -2.8323078
216 15 1.1110601
217 0 1.3572817
217 1 -0.74159527
217 2 -0.85989654
217 3 -1.4206653
217 4 0.73705983
217 5 0.76117384
217 6 0.19422328
217 7 -0.50533617
217 8 0.3431345
217 9 0.32916185
217 10 0.48999906
217 11 -0.4594267
217 12 0.16614348
217 13 0.2256633
217 14 0.36151165
217 15 0.750091
218 0 1.3312316
218 1 0.88951594
218 2 -1.2711432
218 3 -1.6544448
218 4 -0.3908135
218 5 0.4094137
218 6 -0.12299752
218 7 1.5340073
218 8 -0.046498958
218 9 -1.3091561
218 10 -1.354714
218 11 -2.2050986
218 12 0.5152006
218 13 0.52831846
218 14 0.56986004
218 15 1.9565501
219 0 -38.46544
219 1 2.0300517
219 2 13.754997
219 3 -10.615767
219 4 0.4395092
219 5 2.3336935
219 6 -16.548092
219 7 -0.27263921
219 8 8.668674
219 9 5.637148
219 10 2.096367
219 11 0.10169256
219 12 -8.4715605
219 13 6.868795
219 14 11.480537
219 15 11.208673
220 0 0.88918376
220 1 -1.3164884
220 2 -0.86456436
220 3 0.36678767
220 4 0.22907022
220 5 -0.16802466
220 6 0.86052537
220 7 -1.1361465
220 8 0.0029593888
220 9 1.232802
220 10 0.15244275
220 11 -0.27138388
220 12 -0.86131394
220 13 0.41328847
220 14 -1.9655585
220 15 0.15059423
221 0 0.84321624
221 1 -0.20396988
221 2 -0.473792
221 3 2.0426497
221 4 0.4206646
221 5 -0.6176336
221 6 -0.11096746
221 7 1.3917861
221 8 -2.4509583
221 9 -0.121636614
221 10 0.13848776
221 11 -0.7803073
221 12 0.8427026
221 13 -1.5664299
221 14 -0.96702766
221 15 1.977201
222 0 1.1337099
222 1 -0.9172009
222 2 -1.6566882
222 3 -0.77876055
222 4 -0.42299992
222 5 -1.3477569
222 6 -0.54578936
222 7 -2.5598633
222 8 -0.22865567
222 9 0.47330144
222 10 0.30217195
222 11 -0.82961106
222 12 -0.47854632
222 13 0.15767494
222 14 -0.87044305
222 15 0.36708605
223 0 2.043485
223 1 1.2775557
223 2 -1.5626144
223 3 0.34704995
223 4 -2.3240333
223 5 -4.775421
223 6 0.14028418
223 7 0.05515033
223 8 -1.0740279
223 9 -1.3786169
223 10 -2.7194753
223 11 -1.7050658
223 12 2.1455457
223 13 -1.6008601
223 14 -1.1440089
223 15 1.0570291
224 0 3.627328
224 1 -0.08526909
224 2 -0.11171317
224 3 0.46192622
224 4 -1.0395975
224 5 2.1798887
224 6 -1.845813
224 7 -0.25945193
224 8 1.5211112
224 9 -2.6433666
224 10 1.5178515
224 11 -0.117476285
224 12 0.6828697
224 13 -0.8150233
224 14 3.126301
224 15 1.3945131
225 0 1.4233177
225 1 0.26215762
225 2 -0.032253623
225 3 0.40655732
225 4 1.6479449
225 5 -5.295721
225 6 0.11790538
225 7 0.092526376
225 8 -0.432116
225 9 -2.044972
225 10 -2.7329068
225 11 -3.6225734
225 12 1.1203076
225 13 -0.36217165
225 14 -5.3127565
225 15 1.8255632
226 0 1.6655068
226 1 -2.1520185
226 2 -1.7521844
226 3 0.7407032
226 4 0.14898577
226 5 -0.64740837
226 6 -0.9584902
226 7 -0.2435264
226 8 1.2570149
226 9 -0.8759159
226 10 2.0959697
226 11 1.8718265
226 12 -0.27855423
226 13 -0.8382828
226 14 -6.4790115
226 15 1.1445632
227 0 0.50071347
227 1 -1.9710672
227 2 -1.437652
227 3 -0.67357504
227 4 -0.07493201
227 5 -2.8447118
227 6 -0.25385654
227 7 -1.6304516
227 8 1.0153923
227 9 -0.29686055
227 10 0.84594643
227 11 -0.9735688
227 12 -0.7840967
227 13 1.4076939
227 14 -1.4218097
227 15 1.0868165
228 0 0.32061312
228 1 0.058132976
228 2 -4.4862266
228 3 -1.0447452
228 4 1.3943055
228 5 -6.3585396
228 6 0.030378938
228 7 -2.5223222
228 8 -0.088697
228 9 0.7997204
228 10 0.14924365
228 11 -1.7425979
228 12 0.85097873
228 13 0.5924382
228 14 -3.2253208
228 15 1.9413062
229 0 0.25713524
229 1 -0.28515762
229 2 -2.5130825
229 3 -0.08214009
229 4 1.7307619
229 5 -3.0395913
229 6 -1.4721416
229 7 0.48127323
229 8 -0.35655847
229 9 0.9018934
229 10 1.8847567
229 11 -0.5491053
229 12 1.2497395
229 13 0.5059928
229 14 -3.0894942
229 15 3.2309885
230 0 -1.4151886
230 1 0.8989281
230 2 -1.1853317
230 3 -2.354056
230 4 -1.298515
230 5 -7.648706
230 6 -0.354703
230 7 0.8668913
230 8 1.2205493
230 9 -1.6838534
230 10 -2.237102
230 11 -0.90161157
230 12 2.089683
230 13 0.29362702
230 14 -3.5951035
230 15 0.11943138
231 0 1.18784
231 1 1.7326155
231 2 -0.90494084
231 3 -5.744981
231 4 1.8187283
231 5 1.8422002
231 6 -0.14355803
231 7 -1.9287577
231 8 2.3462815
231 9 -1.4646249
231 10 0.6046716
231 11 -2.3246436
231 12 -0.19442263
231 13 1.2910922
231 14 -0.13325
231 15 -0.46463346
232 0 1.4764416
232 1 -1.694277
232 2 -3.433737
232 3 -2.8002563
232 4 -0.8600124
232 5 -2.1913872
232 6 -0.29642475
232 7 -1.7244333
232 8 2.007672
232 9 -1.2040144
232 10 0.94219327
232 11 0.15823412
232 12 0.3547771
232 13 0.4809888
232 14 -0.96175176
232 15 0.6604009
233 0 1.0645308
233 1 0.5787432
233 2 -0.56311184
233 3 -0.818787
233 4 0.55103487
233 5 1.4685475
233 6 0.29480016
233 7 -0.69414717
233 8 0.8590545
233 9 0.46454087
233 10 0.8802568
233 11 -0.49465555
233 12 -0.12717794
233 13 0.6915937
233 14 0.4764641
233 15 0.045237064
234 0 3.3304896
234 1 -1.6041825
234 2 -1.1930802
234 3 -1.0161761
234 4 -0.8173112
234 5 -2.482251
234 6 -4.065111
234 7 1.7051897
234 8 -0.59236574
234 9 -2.736542
234 10 0.0485332
234 11 -0.5921594
234 12 1.9696912
234 13 -1.4329588
234 14 0.58425516
234 15 2.7028384
235 0 1.669153
235 1 3.4178636
235 2 0.08810794
235 3 2.5027328
235 4 -1.5999825
235 5 -1.6853294
235 6 3.1066895
235 7 0.72261125
235 8 1.1686527
235 9 3.9984682
235 10 -1.1029209
235 11 -0.69174457
235 12 2.1251314
235 13 4.8550324
235 14 -2.5553277
235 15 2.5223713
236 0 1.9392926
236 1 0.199027
236 2 -0.7630158
236 3 -0.6758305
236 4 -0.3120546
236 5 -0.03598714
236 6 0.4349172
236 7 -0.9291316
236 8 1.1212232
236 9 -0.043958634
236 10 0.8715761
236 11 0.07198501
236 12 0.25873023
236 13 0.6490033
236 14 0.30555242
236 15 0.35408312
237 0 -1.3173794
237 1 -0.6113247
237 2 0.47121632
237 3 0.6660712
237 4 0.19736657
237 5 -1.1601493
237 6 -1.0234469
237 7 0.11936885
237 8 1.2996496
237 9 0.6141392
237 10 0.76407206
237 11 -0.72985864
237 12 -2.2351773
237 13 0.15509388
237 14 0.53667337
237 15 1.7764733
238 0 -0.10495329
238 1 -0.12755081
238 2 -1.2163259
238 3 -1.4944568
238 4 -1.4975275
238 5 -3.2484365
238 6 -1.4550772
238 7 -0.25997162
238 8 0.6192325
238 9 -0.7780186
238 10 -2.4502428
238 11 -1.3634522
238 12 0.28545254
238 13 -0.3033595
238 14 -1.1376002
238 15 2.354345
239 0 1.6997551
239 1 -0.9612634
239 2 -1.7231946
239 3 -1.7745042
239 4 -1.183274
239 5 -1.1863399
239 6 -1.7767011
239 7 -3.2925203
239 8 -1.9801856
239 9 -0.56608284
239 10 -1.34378
239 11 -1.641634
239 12 -0.33311486
239 13 -0.87791455
239 14 1.1117003
239 15 0.8924585
240 0 0.029935658
240 1 0.6065673
240 2 -0.4575427
240 3 -2.7764423
240 4 0.08533755
240 5 -0.7537557
240 6 -1.3539982
240 7 -1.2427816
240 8 1.0446855
240 9 -2.0108788
240 10 0.5790322
240 11 -1.8962493
240 12 -1.654166
240 13 -0.27648816
240 14 0.38193136
240 15 0.34939796
241 0 0.68069553
241 1 -0.9861214
241 2 -1.6409514
241 3 -0.9135703
241 4 0.8816879
241 5 -1.8552136
241 6 -4.1222067
241 7 -1.8896205
241 8 -1.2375207
241 9 2.7247505
241 10 -1.80469
241 11 -0.112629294
241 12 0.23053658
241 13 -1.7771525
241 14 -4.237083
241 15 2.326273
242 0 1.6607306
242 1 -0.9182877
242 2 0.9421009
242 3 -5.659932
242 4 -0.372831
242 5 0.51989424
242 6 0.626351
242 7 -1.7333999
242 8 1.6148736
242 9 -3.7037232
242 10 1.322411
242 11 -0.1493752
242 12 -1.8417504
242 13 0.7423851
242 14 1.7663884
242 15 0.7716646
243 0 1.5214727
243 1 -1.7692218
243 2 -0.14744848
243 3 -1.6780412
243 4 0.8665118
243 5 1.0286952
243 6 -3.179245
243 7 -0.087317824
243 8 -0.08101368
243 9 0.27287272
243 10 0.15109706
243 11 -0.16434073
243 12 0.7577704
243 13 0.01133886
243 14 -1.7743789
243 15 0.95803154
244 0 0.81895244
244 1 7.3802447
244 2 -3.5128438
244 3 3.515998
244 4 -2.0048337
244 5 -1.760224
244 6 -0.25890285
244 7 3.4559042
244 8 -4.039409
244 9 4.2276835
244 10 -3.4514031
244 11 -8.145266
244 12 4.1496644
244 13 1.4088876
244 14 0.25943393
244 15 1.7527463
245 0 1.3179365
245 1 0.98848075
245 2 -0.95106477
245 3 2.4365363
245 4 -0.35544404
245 5 -1.8033663
245 6 -2.711409
245 7 -6.4768214
245 8 -0.8455931
245 9 1.679259
245 10 -1.3328519
245 11 -1.5938208
245 12 -1.4967227
245 13 -0.19725731
245 14 -1.2061856
245 15 -0.2441423
246 0 0.028714001
246 1 1.2309551
246 2 -0.99992156
246 3 -0.18352258
246 4 -0.12046194
246 5 -2.282919
246 6 0.17617655
246 7 1.0565195
246 8 1.8057925
246 9 1.1637722
246 10 -0.23849484
246 11 -1.3529916
246 12 0.46951053
246 13 0.5357525
246 14 -0.16317898
246 15 1.8098042
247 0 0.72735506
247 1 -2.5907574
247 2 -1.4662036
247 3 -1.9746717
247 4 0.42682922
247 5 -2.579569
247 6 0.15571177
247 7 -1.9588978
247 8 1.261534
247 9 0.44733235
247 10 -0.26359412
247 11 -2.3270607
247 12 -0.7937552
247 13 0.43717873
247 14 -1.2539173
247 15 0.9261191
248 0 0.80956435
248 1 0.23480189
248 2 -0.2636633
248 3 -1.4025868
248 4 0.30938154
248 5 -1.6779393
248 6 0.11228967
248 7 1.1078997
248 8 1.4751042
248 9 0.59918106
248 10 -0.60303193
248 11 -2.6870348
248 12 0.65755
248 13 0.5882374
248 14 0.53167325
248 15 2.5073767
249 0 0.6756219
249 1 0.028523058
249 2 -1.3203188
249 3 0.6380503
249 4 -0.29827583
249 5 -2.1348767
249 6 -1.6543456
249 7 -0.7441983
249 8 -0.47760415
249 9 -0.32340416
249 10 -0.5005426
249 11 -0.73964655
249 12 0.5038532
249 13 -1.3733175
249 14 -2.3231776
249 15 0.39612412
250 0 -1.7111514
250 1 -4.635804
250 2 1.1654689
250 3 -3.1554928
250 4 -3.1623368
250 5 -8.099396
250 6 -0.44443196
250 7 -2.4279175
250 8 -0.9251621
250 9 -1.9268982
250 10 0.60180485
250 11 -1.8453915
250 12 -5.558851
250 13 0.90263766
250 14 -0.064822674
250 15 1.1570904
251 0 -0.9152645
251 1 -2.6659193
251 2 1.6738765
251 3 2.182713
251 4 0.9696257
251 5 -0.27564144
251 6 0.5874251
251 7 -1.3610946
251 8 0.06533045
251 9 1.7330344
251 10 -0.53704184
251 11 -3.0062504
251 12 -4.7563777
251 13 -1.0227125
251 14 -0.51875716
251 15 1.3263907
252 0 1.0811552
252 1 -0.792817
252 2 -0.0854938
252 3 -0.7930977
252 4 1.5484622
252 5 -2.143662
252 6 -1.1709621
252 7 0.007901251
252 8 -0.6724359
252 9 -1.3776338
252 10 -2.2028117
252 11 -1.3804888
252 12 0.80044687
252 13 -2.383828
252 14 -2.1858213
252 15 1.6554458
253 0 2.3979845
253 1 12.065637
253 2 -1.5321442
253 3 6.334008
253 4 -1.2503963
253 5 -14.539233
253 6 1.7260631
253 7 0.27106184
253 8 2.387502
253 9 14.38893
253 10 -3.565577
253 11 0.7728113
253 12 4.5168686
253 13 4.8365874
253 14 2.486291
253 15 5.6706276
254 0 0.92640555
254 1 0.043562442
254 2 -1.3232327
254 3 -0.781487
254 4 -0.47690123
254 5 -0.84830546
254 6 0.1488589
254 7 -0.88749117
254 8 0.111133285
254 9 -0.000100925565
254 10 -0.008314669
254 11 -1.4622568
254 12 0.2873578
254 13 0.3262334
254 14 -0.26148218
254 15 -0.26490998
255 0 1.379279
255 1 0.14570081
255 2 -0.16083479
255 3 -1.0954934
255 4 0.48602426
255 5 1.5407983
255 6 0.47342837
255 7 -0.7988578
255 8 0.42087123
255 9 0.6047269
255 10 0.6110109
255 11 -0.22648537
255 12 0.14844629
255 13 0.18290985
255 14 0.7268401
255 15 0.22653556
256 0 -2.2689555
256 1 -1.2779851
256 2 0.461421
256 3 -1.82185
256 4 -0.11338274
256 5 -4.590165
256 6 -2.8889408
256 7 -0.36475456
256 8 -0.37132236
256 9 -5.897062
256 10 -0.033406973
256 11 -8.328507
256 12 -0.016570508
256 13 2.5268726
256 14 -4.4407473
256 15 1.4934087
257 0 -3.8371913
257 1 -1.7808936
257 2 -4.217317
257 3 -1.64239
257 4 -2.542202
257 5 -10.953081
257 6 -0.25049305
257 7 -1.2445216
257 8 -0.00970273
257 9 -1.6148415
257 10 -1.3523229
257 11 0.27938485
257 12 0.39554784
257 13 0.118814886
257 14 -5.1288137
257 15 -2.6137269
258 0 1.3083642
258 1 -0.83464396
258 2 1.564518
258 3 0.21534216
258 4 1.1596318
258 5 -6.407923
258 6 -1.4470177
258 7 -1.4716504
258 8 2.1407814
258 9 -2.4348278
258 10 -3.0150738
258 11 -3.8165865
258 12 -0.1266036
258 13 -0.7171736
258 14 -6.527833
258 15 1.8847214
259 0 0.6918703
259 1 1.2010622
259 2 -1.0600257
259 3 -0.46285862
259 4 0.69269556
259 5 1.6221789
259 6 0.16092837
259 7 -0.5411722
259 8 1.4792038
259 9 0.33245674
259 10 1.325842
259 11 -0.796082
259 12 -0.47722295
259 13 1.4130735
259 14 0.26496464
259 15 -0.27387118
260 0 2.8061545
260 1 3.1681392
260 2 0.6943954
260 3 0.62465036
260 4 -0.692189
260 5 0.32765687
260 6 2.337397
260 7 -0.13877207
260 8 -0.44631702
260 9 3.2118459
260 10 -2.0921884
260 11 0.26837134
260 12 3.2890074
260 13 2.179899
260 14 -3.3633676
260 15 1.7519736
261 0 -0.4901086
261 1 -3.2629397
261 2 -1.244406
261 3 -2.788444
261 4 -1.7650305
261 5 -4.0264263
261 6 -3.3949857
261 7 1.0803487
261 8 2.9975266
261 9 -4.265884
261 10 0.84809375
261 11 -1.7976584
261 12 -0.85128224
261 13 1.0837564
261 14 -1.0538478
261 15 2.1091225
262 0 1.2886441
262 1 -0.49267805
262 2 -2.86266
262 3 -1.3926895
262 4 -2.7755356
262 5 -3.8604827
262 6 -1.7915337
262 7 1.4965472
262 8 -1.7453934
262 9 0.15720418
262 10 -1.4679332
262 11 -1.0779673
262 12 2.9595554
262 13 -0.20546958
262 14 -0.33831578
262 15 1.4956506
263 0 2.1030006
263 1 0.9178969
263 2 0.16106778
263 3 1.0470449
263 4 -1.9001502
263 5 -2.259067
263 6 -2.1646223
263 7 -0.0028924346
263 8 -0.90373737
263 9 2.3043272
263 10 -1.4047263
263 11 -3.2155495
263 12 1.9204305
263 13 -0.17642684
263 14 1.6512756
263 15 0.89536965
264 0 -0.14348668
264 1 0.7500624
264 2 -4.4031296
264 3 -0.14071113
264 4 -0.6252394
264 5 -2.633083
264 6 -0.27513093
264 7 -2.7073033
264 8 0.65540725
264 9 0.49104092
264 10 1.0461056
264 11 0.17643726
264 12 -0.3794272
264 13 0.6774662
264 14 -2.5745962
264 15 -0.57020783
265 0 -1.7529771
265 1 -0.153704
265 2 -2.8727884
265 3 -2.0921743
265 4 -1.7112375
265 5 -6.679069
265 6 -0.72424
265 7 1.7587223
265 8 1.8147357
265 9 -1.5205632
265 10 0.7824007
265 11 -1.0544353
265 12 0.4272748
265 13 0.9953304
265 14 -0.32529056
265 15 1.7900245
266 0 0.255826
266 1 -3.6332102
266 2 0.37349737
266 3 -3.0639625
266 4 0.024888396
266 5 2.0316558
266 6 -1.2692108
266 7 -3.854552
266 8 -5.410747
266 9 -1.9882325
266 10 -1.9780684
266 11 0.63220215
266 12 -5.362778
266 13 -4.3672023
266 14 -0.6039295
266 15 0.34456867
267 0 1.2935773
267 1 -0.71037924
267 2 -1.334841
267 3 -2.0363855
267 4 0.4062112
267 5 -2.3379638
267 6 -0.50742865
267 7 -2.0405126
267 8 -0.11357945
267 9 -0.68970835
267 10 -0.2548287
267 11 -1.391162
267 12 0.4205291
267 13 -0.497602
267 14 -2.719782
267 15 0.96032417
268 0 1.6065042
268 1 1.3226295
268 2 -0.8370551
268 3 0.58151436
268 4 -0.5771438
268 5 -1.4500332
268 6 -0.5756789
268 7 1.309473
268 8 -0.31524447
268 9 -0.124743715
268 10 -0.5129885
268 11 -1.3860049
268 12 1.3216684
268 13 1.1079483
268 14 -0.07740092
268 15 2.4419937
269 0 1.421871
269 1 0.17909765
269 2 -0.12370616
269 3 -1.1091751
269 4 0.5315262
269 5 1.7513388
269 6 0.5627569
269 7 -0.7886865
269 8 0.44664216
269 9 0.6521487
269 10 0.6810111
269 11 -0.17669374
269 12 0.16584438
269 13 0.21413058
269 14 0.83202344
269 15 0.16339254
270 0 -1.4225366
270 1 -2.467026
270 2 -2.7905633
270 3 -3.489293
270 4 1.2281643
270 5 -3.065711
270 6 -4.0904174
270 7 -0.8817473
270 8 0.64984566
270 9 -1.1608689
270 10 0.20796186
270 11 0.45347893
270 12 0.1782167
270 13 -1.0276372
270 14 -5.3868694
270 15 1.6109805
271 0 0.39973235
271 1 2.2790208
271 2 -1.2316686
271 3 5.710125e-05
271 4 -0.085261166
271 5 -3.7817948
271 6 -0.12768584
271 7 -0.3253488
271 8 1.8428155
271 9 2.6255481
271 10 0.14174777
271 11 0.064424634
271 12 0.5329834
271 13 1.1953325
271 14 -0.0024356246
271 15 1.8605815
272 0 1.9852831
272 1 -0.77581406
272 2 2.310134
272 3 0.821103
272 4 1.0298208
272 5 -0.99808884
272 6 -4.9909806
272 7 -4.7680774
272 8 -4.272169
272 9 1.7837542
272 10 -1.1031615
272 11 -1.5297079
272 12 -2.5473168
272 13 -1.6261492
272 14 0.46867186
272 15 2.975202
273 0 0.18993148
273 1 -0.5283536
273 2 -1.2582915
273 3 -1.3592505
273 4 -1.0858256
273 5 -0.78539574
273 6 -0.421068
273 7 -0.098134935
273 8 0.6971812
273 9 -0.43480808
273 10 -0.11019814
273 11 -0.28932005
273 12 0.018984288
273 13 -0.58746564
273 14 -0.1145671
273 15 0.36600554
274 0 -2.3063986
274 1 -1.6646101
274 2 -4.419566
274 3 -1.7076572
274 4 -2.3144593
274 5 -6.0256495
274 6 -1.2166339
274 7 -1.675433
274 8 0.66990334
274 9 -2.7232962
274 10 0.0048168898
274 11 -2.3183339
274 12 -1.8977636
274 13 0.07829112
274 14 -3.9306335
274 15 -0.2846558
275 0 -0.22146636
275 1 -1.7914765
275 2 -2.527565
275 3 -1.3149709
275 4 -1.6192992
275 5 -3.3485107
275 6 -0.2994522
275 7 -0.65159595
275 8 0.5636282
275 9 -2.2407203
275 10 -0.7086133
275 11 -1.96469
275 12 -0.6260059
275 13 0.34786344
275 14 -1.7766697
275 15 0.38069093
276 0 0.93907
276 1 -0.30431825
276 2 -2.70466
276 3 -0.67724884
276 4 -1.1446564
276 5 -1.6391019
276 6 -4.0838523
276 7 -5.165815
276 8 -1.1768639
276 9 -0.79987216
276 10 0.39328045
